32,42,0.05515465267848252
59,72,0.10502284765447989
65,81,0.11619037389959708
103,113,0.14191889763082877
118,128,0.09694463420944244
126,177,0.6282753348330079
127,178,0.6355468034723817
128,179,0.6412854790667115
129,180,0.6459215879419862
130,181,0.6505517363527833
140,182,0.6537591218927918
165,183,0.6560390591600953
197,207,0.011584698696411655
225,235,0.150892142398529
236,261,0.8332427442053376
282,292,0.1026894450208129
311,321,0.11586833243353278
340,350,0.2917573451975404
352,362,0.1234631528654484
376,386,0.03653609593383789
396,406,0.2974530211514135
419,429,0.7394949197748719
434,444,0.8486786186674653
