0,11,0.8098833566690068
9,19,0.8220855898726201
20,30,0.777450740161591
23,35,0.31021281479621854
40,52,0.3481685221557617
57,67,0.3358677257015227
74,92,0.3488404941447755
88,102,0.4186131318115237
101,118,0.3079147921247098
120,143,0.31439635061137383
148,166,0.24626942951692155
172,188,0.49766939693508894
218,286,0.38468611742415004
284,294,0.3577751202397004
291,312,0.2702564239677879
320,330,0.49683525907658377
331,341,0.37299474767813096
359,377,0.2491434509005887
383,393,0.7188892949715272
